"","Date","Latitude","Longitude","Acres","County","AgencyCode","Source","DDLat","DDLon","ORIG_OID"
"654",2020-03-19,21.9511576,-159.3623288,0.01,"Kauai","2020_KA_2001521"," ","21.95115760N","159.36232884W",1058
"655",2005-04-21,22.044302,-159.3621826,0.1,"Kauai","KA9","Kauai County","22.04430200N","159.36218260W",1059
"656",2007-06-02,21.9885254,-159.3621826,0.1,"Kauai","KA202","Kauai County","21.98852540N","159.36218260W",1060
"657",2005-03-17,22.1752453,-159.3621521,0.5,"Kauai","KA10","Kauai County","22.17524530N","159.36215210W",1061
"658",2005-05-11,21.9521027,-159.3618927,0.1,"Kauai","KA203","Kauai County","21.95210270N","159.36189270W",1062
"659",2010-08-05,21.9545631,-159.361618,5,"Kauai","KA624","Kauai County","21.95456310N","159.36161800W",1063
"660",2007-05-22,22.0631638,-159.3615265,0.1,"Kauai","KA625","Kauai County","22.06316380N","159.36152650W",1064
"661",2005-03-17,22.095459,-159.361496,0.5,"Kauai","KA204","Kauai County","22.09545900N","159.36149600W",1065
"662",2015-06-14,21.95322082,-159.361439,0.1,"Kauai","2015_KA_1502776"," ","21.95322082N","159.36143900W",1066
"663",2010-08-18,22.0425453,-159.3613892,0.25,"Kauai","KA626","Kauai County","22.04254530N","159.36138920W",1067
"664",2019-01-16,22.10181814,-159.3613366,0.02,"Kauai","2019_KA_1900325"," ","22.10181814N","159.36133660W",1068
"665",2010-08-06,21.9571247,-159.3611755,12,"Kauai","KA627","Kauai County","21.95712470N","159.36117550W",1070
"666",2020-10-08,22.07196885,-159.3610929,0.01,"Kauai","2020_KA_2004462"," ","22.07196885N","159.36109294W",1071
"667",2007-07-26,21.9560699,-159.3610687,0.1,"Kauai","KA206","Kauai County","21.95606990N","159.36106870W",1072
"668",2006-07-03,21.9534702,-159.3610687,0.1,"Kauai","KA205","Kauai County","21.95347020N","159.36106870W",1073
"669",2005-12-14,21.9578552,-159.3609924,0.1,"Kauai","KA207","Kauai County","21.95785520N","159.36099240W",1074
"670",2005-06-10,21.9551392,-159.3607941,0.1,"Kauai","KA208","Kauai County","21.95513920N","159.36079410W",1075
"671",2005-06-02,21.9557247,-159.3603668,50,"Kauai","KA209","Kauai County","21.95572470N","159.36036680W",1076
"672",2015-05-19,21.953741,-159.360015,0.1,"Kauai","2015_KA_1502368"," ","21.95374100N","159.36001500W",1081
"673",2015-11-14,22.06001336,-159.3600134,0.01,"Kauai","2015_KA_1505228"," ","22.06001336N","159.36001336W",1082
"674",2007-09-23,21.9534779,-159.3599396,0.1,"Kauai","KA629","Kauai County","21.95347790N","159.35993960W",1083
"675",2010-08-29,21.9536076,-159.3598328,0.1,"Kauai","KA630","Kauai County","21.95360760N","159.35983280W",1084
"676",2014-11-20,21.95913292,-159.3596914,0.1,"Kauai","2014_KA_1405142"," ","21.95913292N","159.35969135W",1085
"677",2020-08-31,21.953619,-159.359654,0.01,"Kauai","2020_KA_2003881"," ","21.95361900N","159.35965400W",1086
"678",2018-02-07,22.10476974,-159.3595135,0.01,"Kauai","2018_KA_1800696"," ","22.10476974N","159.35951345W",1087
"679",2006-01-20,21.9896393,-159.3594818,0.1,"Kauai","KA210","Kauai County","21.98963930N","159.35948180W",1088
"680",2010-05-07,22.0453224,-159.3592987,0.1,"Kauai","KA631","Kauai County","22.04532240N","159.35929870W",1089
"681",2007-07-04,21.9893303,-159.3592987,1,"Kauai","KA211","Kauai County","21.98933030N","159.35929870W",1090
"682",2018-10-24,22.07434917,-159.3592333,0.1,"Kauai","2018_KA_1805195"," ","22.07434917N","159.35923326W",1091
"683",2010-03-05,21.9949532,-159.3591614,1,"Kauai","KA632","Kauai County","21.99495320N","159.35916140W",1092
"684",2010-05-29,22.0970287,-159.358902,0.1,"Kauai","KA212","Kauai County","22.09702870N","159.35890200W",1093
"685",2007-07-27,21.9559441,-159.358902,0.1,"Kauai","KA634","Kauai County","21.95594410N","159.35890200W",1094
"686",2001-04-22,21.9971294,-159.3587952,0.5,"Kauai","XX66","DOFAW","21.99712940N","159.35879520W",1095
"687",2007-07-25,21.9554825,-159.3585815,50,"Kauai","KA213","DOFAW","21.95548250N","159.35858150W",1096
"688",2006-02-07,21.9800968,-159.3584595,0.2,"Kauai","KA214","Kauai County","21.98009680N","159.35845950W",1097
"689",2006-01-16,22.1998692,-159.3580933,0.2,"Kauai","KA215","Kauai County","22.19986920N","159.35809330W",1098
"690",2015-12-19,22.031525,-159.779942,0.3,"Kauai","2015_KA_1505819"," ","22.03152500N","159.77994200W",5
"691",2013-03-13,22.031525,-159.779942,0.05,"Kauai","2013_KA_1301168"," ","22.03152500N","159.77994200W",6
"692",2006-08-11,22.0683861,-159.7678833,0.2,"Kauai","KA19","Kauai County","22.06838610N","159.76788330W",7
"693",2011-07-02,22.0747814,-159.7645874,0.25,"Kauai","KA316","Kauai County","22.07478140N","159.76458740W",8
"694",2005-08-05,22.0552464,-159.7639313,0.1,"Kauai","KA20","Kauai County","22.05524640N","159.76393130W",9
"695",2005-08-06,22.0560608,-159.7635956,0.2,"Kauai","KA21","Kauai County","22.05606080N","159.76359560W",10
"696",2010-03-04,22.0311584,-159.7635956,0.1,"Kauai","KA317","Kauai County","22.03115840N","159.76359560W",11
"697",2008-06-10,22.0804329,-159.7614288,2,"Kauai","KA318","Kauai County","22.08043290N","159.76142880W",12
"698",2003-09-08,22.0267792,-159.7516327,50,"Kauai","XX99","DOFAW","22.02677920N","159.75163270W",13
"699",2005-01-29,21.9932537,-159.7514954,0.1,"Kauai","KA314","Kauai County","21.99325370N","159.75149540W",14
"700",2017-12-14,22.06011458,-159.7501367,0.25,"Kauai","2017_KA_1706267"," ","22.06011458N","159.75013669W",15
"701",2016-07-12,21.98016236,-159.750084,0.01,"Kauai","2016_KA_1603148"," ","21.98016236N","159.75008400W",16
"702",2017-07-22,22.08002925,-159.750049,0.01,"Kauai","2017_KA_1703731"," ","22.08002925N","159.75004897W",17
"703",2012-07-28,22.08004183,-159.7500348,0.01,"Kauai","2012_KA_1203173"," ","22.08004183N","159.75003480W",18
"704",2007-06-03,21.9867077,-159.7458344,0.1,"Kauai","KA320","Kauai County","21.98670770N","159.74583440W",19
"705",2020-12-30,21.975606,-159.744348,0.1,"Kauai","2020_KA_2005742"," ","21.97560600N","159.74434800W",20
"706",2011-07-04,21.9745369,-159.7379913,0.01,"Kauai","KA321","Kauai County","21.97453690N","159.73799130W",21
"707",2020-07-16,21.975113,-159.736919,0.01,"Kauai","2020_KA_2003196"," ","21.97511300N","159.73691900W",22
"708",2007-07-14,21.9751778,-159.7365723,0.1,"Kauai","KA322","Kauai County","21.97517780N","159.73657230W",23
"709",2007-08-08,21.9752197,-159.7364655,1,"Kauai","KA323","Kauai County","21.97521970N","159.73646550W",24
"710",2016-04-27,21.973072,-159.731706,0.1,"Kauai","2016_KA_1601938"," ","21.97307200N","159.73170600W",25
"711",2019-01-09,21.971529,-159.729247,0.01,"Kauai","2019_KA_1900186"," ","21.97152900N","159.72924700W",27
"712",2006-06-07,21.9751797,-159.7263184,1,"Kauai","KA23","Kauai County","21.97517970N","159.72631840W",28
"713",2009-10-01,21.9905167,-159.7248688,15,"Kauai","KA324","Kauai County","21.99051670N","159.72486880W",29
"714",2009-10-11,21.9905167,-159.7248688,0.5,"Kauai","KA325","Kauai County","21.99051670N","159.72486880W",30
"715",2009-10-13,21.9905167,-159.7248688,0.2,"Kauai","KA326","Kauai County","21.99051670N","159.72486880W",31
"716",2009-10-15,21.9905167,-159.7248688,0.1,"Kauai","KA327","Kauai County","21.99051670N","159.72486880W",32
"717",2009-01-27,21.9707642,-159.7243042,0.1,"Kauai","KA24","Kauai County","21.97076420N","159.72430420W",33
"718",2009-10-12,21.9886246,-159.723938,0.2,"Kauai","KA328","Kauai County","21.98862460N","159.72393800W",34
"719",2020-05-30,21.969905,-159.723516,0.05,"Kauai","2020_KA_2002510"," ","21.96990500N","159.72351600W",35
"720",2005-03-28,21.9696198,-159.722702,0.1,"Kauai","KA25","Kauai County","21.96961980N","159.72270200W",36
"721",2005-06-25,22.1495667,-159.722229,0.1,"Kauai","KA26","Kauai County","22.14956670N","159.72222900W",37
"722",2003-03-20,22.1296692,-159.7221222,0,"Kauai","XX95","DOFAW","22.12966920N","159.72212220W",38
"723",2000-03-18,22.1213398,-159.7217407,5,"Kauai","XX59","DOFAW","22.12133980N","159.72174070W",39
"724",2006-11-27,21.9868908,-159.7197571,0.1,"Kauai","KA27","Kauai County","21.98689080N","159.71975710W",40
"725",2011-02-09,21.9737911,-159.7181396,0.01,"Kauai","KA22","Kauai County","21.97379110N","159.71813960W",41
"726",2003-03-20,22.1260891,-159.7179565,2,"Kauai","XX94","DOFAW","22.12608910N","159.71795650W",42
"727",2018-06-20,21.986662,-159.717045,0.01,"Kauai","2018_KA_1803000"," ","21.98666200N","159.71704500W",43
"728",2006-01-04,21.9730492,-159.7152863,0.1,"Kauai","KA28","Kauai County","21.97304920N","159.71528630W",44
"729",2019-12-21,21.97094838,-159.7141197,0.01,"Kauai","2019_KA_1906566"," ","21.97094838N","159.71411969W",45
"730",2007-12-30,21.9773865,-159.7139893,0.1,"Kauai","KA331","Kauai County","21.97738650N","159.71398930W",46
"731",2005-06-15,21.9705563,-159.713974,0.1,"Kauai","KA3","Kauai County","21.97055630N","159.71397400W",47
"732",2009-01-07,21.9718685,-159.7133026,2,"Kauai","KA29","Kauai County","21.97186850N","159.71330260W",48
"733",2013-07-04,21.97069186,-159.7129165,0.01,"Kauai","2013_KA_1302931"," ","21.97069186N","159.71291652W",49
"734",2010-04-18,21.9659138,-159.7128754,0.1,"Kauai","KA30","Kauai County","21.96591380N","159.71287540W",50
"735",2019-01-04,21.965681,-159.712771,0.01,"Kauai","2019_KA_1900084"," ","21.96568100N","159.71277100W",51
"736",2010-03-23,21.9655342,-159.7124329,0.01,"Kauai","KA332","Kauai County","21.96553420N","159.71243290W",52
"737",2006-07-02,21.9693813,-159.7120819,0.1,"Kauai","KA31","Kauai County","21.96938130N","159.71208190W",53
"738",2009-01-23,21.9813423,-159.7120209,0.1,"Kauai","KA333","Kauai County","21.98134230N","159.71202090W",54
"739",2010-08-29,21.9675617,-159.7115631,0.25,"Kauai","KA334","Kauai County","21.96756170N","159.71156310W",55
"740",2008-03-17,21.9664021,-159.7112732,0.5,"Kauai","KA32","Kauai County","21.96640210N","159.71127320W",56
"741",2019-01-29,21.96396,-159.710804,0.01,"Kauai","2019_KA_1900549"," ","21.96396000N","159.71080400W",57
"742",2015-06-04,21.96918,-159.710548,30,"Kauai","2015_KA_1502639"," ","21.96918000N","159.71054800W",58
"743",2013-02-17,21.96918,-159.710548,20,"Kauai","2013_KA_1300816"," ","21.96918000N","159.71054800W",59
"744",2015-02-07,21.96918,-159.710548,0.25,"Kauai","2015_KA_1500682"," ","21.96918000N","159.71054800W",60
"745",2015-05-26,21.96918,-159.710548,0.25,"Kauai","2015_KA_1502469"," ","21.96918000N","159.71054800W",61
"746",2014-10-01,21.96918,-159.710548,0.1,"Kauai","2014_KA_1404342"," ","21.96918000N","159.71054800W",62
"747",2014-08-16,21.96918,-159.710548,0.01,"Kauai","2014_KA_1403631"," ","21.96918000N","159.71054800W",63
"748",2015-02-24,21.96918,-159.710548,0.01,"Kauai","2015_KA_1501001"," ","21.96918000N","159.71054800W",64
"749",2018-08-07,21.96782779,-159.7103447,0.04,"Kauai","2018_KA_1803862"," ","21.96782779N","159.71034467W",65
"750",2011-10-14,21.9633083,-159.7101288,0.01,"Kauai","KA335","Kauai County","21.96330830N","159.71012880W",66
"751",2015-12-20,22.11007503,-159.7100733,3,"Kauai","2015_KA_1505838"," ","22.11007503N","159.71007325W",67
"752",2007-06-30,21.9687176,-159.7093811,0.2,"Kauai","KA336","Kauai County","21.96871760N","159.70938110W",70
"753",2016-04-25,21.961969,-159.708558,0.01,"Kauai","2016_KA_1601913"," ","21.96196900N","159.70855800W",71
"754",2019-03-02,21.962054,-159.708498,0.01,"Kauai","2019_KA_1901135"," ","21.96205400N","159.70849800W",72
"755",2005-07-23,21.9620342,-159.7084656,0.1,"Kauai","KA33","Kauai County","21.96203420N","159.70846560W",73
"756",2017-09-07,21.96259892,-159.708312,0.01,"Kauai","2017_KA_1704540"," ","21.96259892N","159.70831202W",74
"757",2010-04-13,21.9755287,-159.7068939,20,"Kauai","KA337","Kauai County","21.97552870N","159.70689390W",75
"758",2007-10-29,22.0040894,-159.7062683,6,"Kauai","KA338","Kauai County","22.00408940N","159.70626830W",76
"759",2020-01-30,21.961059,-159.70624,0.01,"Kauai","2020_KA_2000579"," ","21.96105900N","159.70624000W",77
"760",2007-10-24,21.9642467,-159.706192,0.1,"Kauai","KA34","Kauai County","21.96424670N","159.70619200W",78
"761",2009-03-01,22.0040302,-159.7061462,0.2,"Kauai","KA339","Kauai County","22.00403020N","159.70614620W",79
"762",2009-01-26,22.0040855,-159.7060852,0.01,"Kauai","KA341","Kauai County","22.00408550N","159.70608520W",80
"763",2005-03-26,21.9656353,-159.7060394,0.1,"Kauai","KA35","Kauai County","21.96563530N","159.70603940W",81
"764",2007-10-28,22.0028667,-159.7060242,8,"Kauai","KA342","Kauai County","22.00286670N","159.70602420W",82
"765",2007-10-31,22.0040779,-159.7058105,1,"Kauai","KA343","Kauai County","22.00407790N","159.70581050W",83
"766",2008-10-28,21.9988232,-159.7057495,10,"Kauai","KA344","Kauai County","21.99882320N","159.70574950W",84
"767",2004-07-01,22.00737,-159.7055969,20,"Kauai","XX105","DOFAW","22.00737000N","159.70559690W",85
"768",2004-07-02,22.00737,-159.7055969,20,"Kauai","XX106","DOFAW","22.00737000N","159.70559690W",86
"769",2004-07-03,22.00737,-159.7055969,20,"Kauai","XX108","DOFAW","22.00737000N","159.70559690W",87
"770",2013-11-16,22.005873,-159.705291,15,"Kauai","2013_KA_1305041"," ","22.00587300N","159.70529100W",88
"771",2019-03-09,22.007884,-159.703502,0,"Kauai","2019_KA_1901252"," ","22.00788400N","159.70350200W",89
"772",2015-05-31,22.009306,-159.703209,0.01,"Kauai","2015_KA_1502563"," ","22.00930600N","159.70320900W",90
"773",2010-06-21,21.9608078,-159.7025452,0.01,"Kauai","KA345","Kauai County","21.96080780N","159.70254520W",91
"774",2011-11-23,22.0058022,-159.7006531,0.01,"Kauai","KA346","Kauai County","22.00580220N","159.70065310W",92
"775",2015-02-06,21.961766,-159.700141,0.5,"Kauai","2015_KA_1500666"," ","21.96176600N","159.70014100W",93
"776",2017-03-11,21.98007917,-159.7001321,0.01,"Kauai","2017_KA_1701332"," ","21.98007917N","159.70013208W",94
"777",2005-07-04,21.9608059,-159.7000732,0.1,"Kauai","KA36","Kauai County","21.96080590N","159.70007320W",98
"778",2012-05-27,22.13003981,-159.7000611,6,"Kauai","2012_KA_1202259"," ","22.13003981N","159.70006114W",99
"779",2016-05-20,21.96009117,-159.7000342,50,"Kauai","2016_KA_1602287"," ","21.96009117N","159.70003417W",100
"780",2010-08-01,22.0129604,-159.698822,25,"Kauai","KA347","Kauai County","22.01296040N","159.69882200W",102
"781",2019-06-20,22.017063,-159.694587,0.05,"Kauai","2019_KA_1903185"," ","22.01706300N","159.69458700W",103
"782",2019-03-10,22.017226,-159.6941,0.01,"Kauai","2019_KA_1901271"," ","22.01722600N","159.69410000W",104
"783",2001-10-20,22.0875702,-159.6938171,0.1,"Kauai","XX84","DOFAW","22.08757020N","159.69381710W",105
"784",2014-07-05,21.9596245,-159.691803,0.01,"Kauai","2014_KA_1402965"," ","21.95962450N","159.69180297W",106
"785",2009-09-21,22.1208858,-159.6917419,1,"Kauai","KA350","Kauai County","22.12088580N","159.69174190W",108
"786",2019-03-02,21.961151,-159.690616,0.25,"Kauai","2019_KA_1901141"," ","21.96115100N","159.69061600W",110
"787",2019-06-18,22.018908,-159.689266,2000,"Kauai","2019_KA_1903154"," ","22.01890800N","159.68926600W",111
"788",2006-08-31,21.9584103,-159.6886139,0.5,"Kauai","KA37","Kauai County","21.95841030N","159.68861390W",112
"789",2018-10-21,21.958206,-159.688189,0.1,"Kauai","2018_KA_1805144"," ","21.95820600N","159.68818900W",113
"790",2009-04-23,21.9582691,-159.6876373,0.1,"Kauai","KA352","Kauai County","21.95826910N","159.68763730W",115
"791",2008-06-23,22.0218716,-159.6858673,0.1,"Kauai","KA353","Kauai County","22.02187160N","159.68586730W",117
"792",2020-07-15,21.95757,-159.681297,0.75,"Kauai","2020_KA_2003185"," ","21.95757000N","159.68129700W",121
"793",2020-02-10,22.118025,-159.680808,0.01,"Kauai","2020_KA_2000790"," ","22.11802500N","159.68080800W",125
"794",2015-03-06,22.00013119,-159.6801493,20,"Kauai","2015_KA_1501158"," ","22.00013119N","159.68014928W",126
"795",2012-11-09,22.08009342,-159.6801488,0.01,"Kauai","2012_KA_1204652"," ","22.08009342N","159.68014883W",127
"796",2012-09-02,22.00014808,-159.6801229,0.01,"Kauai","2012_KA_1203705"," ","22.00014808N","159.68012294W",128
"797",2012-06-24,22.08012056,-159.6800624,100,"Kauai","2012_KA_1202680"," ","22.08012056N","159.68006239W",134
"798",2017-06-30,22.11009797,-159.6800556,0.01,"Kauai","2017_KA_1703351"," ","22.11009797N","159.68005558W",135
"799",2007-09-26,22.1003799,-159.6799469,0.1,"Kauai","XX140","DOFAW","22.10037990N","159.67994690W",137
"800",2009-07-03,22.1176891,-159.6795502,10,"Kauai","KA359","Kauai County","22.11768910N","159.67955020W",138
"801",2007-07-23,22.1062393,-159.6785736,0.5,"Kauai","XX130","DOFAW","22.10623930N","159.67857360W",139
"802",2019-06-21,22.003416,-159.678034,0.01,"Kauai","2019_KA_1903203"," ","22.00341600N","159.67803400W",140
"803",2007-12-30,22.1056595,-159.6780243,1,"Kauai","XX142","DOFAW","22.10565950N","159.67802430W",141
"804",2013-08-24,21.995927,-159.676795,1,"Kauai","2013_KA_1303757"," ","21.99592700N","159.67679500W",142
"805",2005-04-25,22.1071396,-159.6765594,0.2,"Kauai","XX111","DOFAW","22.10713960N","159.67655940W",143
"806",2008-01-12,21.9954281,-159.6765289,0.2,"Kauai","KA361","Kauai County","21.99542810N","159.67652890W",144
"807",2006-06-09,22.0865803,-159.6763763,0.2,"Kauai","XX117","DOFAW","22.08658030N","159.67637630W",145
"808",2009-11-18,22.0254116,-159.6750488,0.1,"Kauai","KA362","Kauai County","22.02541160N","159.67504880W",146
"809",2018-12-17,22.114056,-159.67451,0.01,"Kauai","2018_KA_1806106"," ","22.11405600N","159.67451000W",147
"810",2011-10-22,21.9557133,-159.6738129,0.1,"Kauai","KA363","Kauai County","21.95571330N","159.67381290W",148
"811",2019-12-25,22.091477,-159.673448,0.01,"Kauai","2019_KA_1906686"," ","22.09147700N","159.67344800W",149
"812",2016-02-14,21.9601236,-159.6718813,0.01,"Kauai","2016_KA_1600745"," ","21.96012360N","159.67188133W",150
"813",2007-05-17,21.9568806,-159.6716003,0.5,"Kauai","KA364","Kauai County","21.95688060N","159.67160030W",151
"814",2010-09-26,21.95825,-159.6715393,0.01,"Kauai","KA41","Kauai County","21.95825000N","159.67153930W",152
"815",2020-08-24,21.984709,-159.671472,0.1,"Kauai","2020_KA_2003774"," ","21.98470900N","159.67147200W",153
"816",2020-09-12,21.964604,-159.670228,0.5,"Kauai","2020_KA_2004083"," ","21.96460400N","159.67022800W",154
"817",2018-02-20,21.954569,-159.670224,0.01,"Kauai","2018_KA_1800958"," ","21.95456900N","159.67022400W",155
"818",2007-07-05,21.9553604,-159.6702118,0.1,"Kauai","KA42","Kauai County","21.95536040N","159.67021180W",156
"819",2020-08-01,21.954559,-159.67018,0.01,"Kauai","2020_KA_2003447"," ","21.95455900N","159.67018000W",157
"820",2020-09-05,21.954155,-159.669476,0.06,"Kauai","2020_KA_2003956"," ","21.95415500N","159.66947600W",158
"821",2020-07-08,21.954087,-159.669296,0.01,"Kauai","2020_KA_2003084"," ","21.95408700N","159.66929600W",159
"822",2011-12-27,21.9541111,-159.6687012,0.01,"Kauai","KA365","Kauai County","21.95411110N","159.66870120W",160
"823",2020-07-03,21.981061,-159.668673,0.1,"Kauai","2020_KA_2003003"," ","21.98106100N","159.66867300W",161
"824",2007-02-19,22.0055695,-159.6686707,0.5,"Kauai","XX120","DOFAW","22.00556950N","159.66867070W",162
"825",2002-07-22,21.9648209,-159.6679535,0.1,"Kauai","XX90","DOFAW","21.96482090N","159.66795350W",163
"826",2008-09-07,21.9533424,-159.6676331,0.1,"Kauai","KA38","Kauai County","21.95334240N","159.66763310W",164
"827",2020-04-14,21.953211,-159.667604,0.01,"Kauai","2020_KA_2001870"," ","21.95321100N","159.66760400W",165
"828",2015-05-27,21.953237,-159.66759,0.01,"Kauai","2015_KA_1502483"," ","21.95323700N","159.66759000W",166
"829",2008-06-14,21.9531727,-159.6673889,0.1,"Kauai","KA39","Kauai County","21.95317270N","159.66738890W",167
"830",2006-06-21,21.9630947,-159.6672668,0.1,"Kauai","KA40","DOFAW","21.96309470N","159.66726680W",168
"831",2013-07-30,21.956939,-159.667161,0.25,"Kauai","2013_KA_1303344"," ","21.95693900N","159.66716100W",169
